journal_name,url,error_type,error_message
International Journal of Microbiology,https://onlinelibrary.wiley.com/journal/8472,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8472
Journal of Cancer Epidemiology,https://onlinelibrary.wiley.com/journal/3061,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3061
Journal of Combustion,https://onlinelibrary.wiley.com/journal/1736,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1736
Prostate Cancer,https://onlinelibrary.wiley.com/journal/4757,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4757
Journal of Thyroid Research,https://onlinelibrary.wiley.com/journal/7359,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7359
مجلة المختار للعلوم,https://mdp.omu.edu.ly/journals/index.php/mjsc/index,ReadTimeout,"HTTPSConnectionPool(host='mdp.omu.edu.ly', port=443): Read timed out. (read timeout=13)"
Joelho,https://impactum-journals.uc.pt/joelho/index,SSLError,"HTTPSConnectionPool(host='impactum-journals.uc.pt', port=443): Max retries exceeded with url: /joelho/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Jurnal Kajian Bali (Journal of Bali Studies),https://ojs.unud.ac.id/index.php/kajianbali,ReadTimeout,"HTTPSConnectionPool(host='ojs.unud.ac.id', port=443): Read timed out. (read timeout=13)"
Pulmonary Medicine,https://onlinelibrary.wiley.com/journal/8140,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8140
Radiology Research and Practice,https://onlinelibrary.wiley.com/journal/9463,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9463
International Journal of Antennas and Propagation,https://onlinelibrary.wiley.com/journal/8039,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8039
International Journal of Forestry Research,https://onlinelibrary.wiley.com/journal/9384,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9384
International Journal of Genomics,https://onlinelibrary.wiley.com/journal/4140,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4140
International Journal of Differential Equations,https://onlinelibrary.wiley.com/journal/6314,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6314
International Journal of Food Science,https://onlinelibrary.wiley.com/journal/1796,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1796
International Journal of Alzheimer's Disease,https://onlinelibrary.wiley.com/journal/9730,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9730
International Journal of Analytical Chemistry,https://onlinelibrary.wiley.com/journal/7072,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7072
International Journal of Digital Multimedia Broadcasting,https://onlinelibrary.wiley.com/journal/9246,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9246
International Journal of Computer Games Technology,https://onlinelibrary.wiley.com/journal/2952,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2952
Applied Computational Intelligence and Soft Computing,https://onlinelibrary.wiley.com/journal/4795,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4795
Archaea,https://onlinelibrary.wiley.com/journal/8264,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8264
The Scientific World Journal,https://onlinelibrary.wiley.com/journal/8086,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8086
Genetics Research,https://onlinelibrary.wiley.com/journal/gr,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/gr
Advances in Orthopedics,https://onlinelibrary.wiley.com/journal/2638,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2638
Autoimmune Diseases,https://onlinelibrary.wiley.com/journal/2091,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2091
Behavioural Neurology,https://onlinelibrary.wiley.com/journal/3037,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3037
Advances in Public Health,https://onlinelibrary.wiley.com/journal/2714,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2714
Advances in Tribology,https://onlinelibrary.wiley.com/journal/7274,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7274
Material Design & Processing Communications,https://onlinelibrary.wiley.com/journal/mdp,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/mdp
International Journal of Geophysics,https://onlinelibrary.wiley.com/journal/1470,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1470
International Journal of Corrosion,https://onlinelibrary.wiley.com/journal/7572,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7572
International Journal of Ecology,https://onlinelibrary.wiley.com/journal/2829,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2829
International Journal of Electrochemistry,https://onlinelibrary.wiley.com/journal/2607,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2607
International Journal of Endocrinology,https://onlinelibrary.wiley.com/journal/1573,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1573
Rehabilitation Research and Practice,https://onlinelibrary.wiley.com/journal/8095,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8095
Schizophrenia Research and Treatment,https://onlinelibrary.wiley.com/journal/8604,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8604
Sarcoma,https://onlinelibrary.wiley.com/journal/5805,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5805
"Journal of Computer Systems, Networks, and Communications",https://onlinelibrary.wiley.com/journal/9613,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9613
Journal of Control Science and Engineering,https://onlinelibrary.wiley.com/journal/5197,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5197
Journal of Diabetes Research,https://onlinelibrary.wiley.com/journal/1485,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1485
Journal of Nucleic Acids,https://onlinelibrary.wiley.com/journal/4260,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4260
Case Reports in Endocrinology,https://onlinelibrary.wiley.com/journal/7520,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7520
Case Reports in Gastrointestinal Medicine,https://onlinelibrary.wiley.com/journal/3142,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3142
International Journal of Biomaterials,https://onlinelibrary.wiley.com/journal/6418,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6418
International Journal of Biomedical Imaging,https://onlinelibrary.wiley.com/journal/2973,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2973
International Journal of Breast Cancer,https://onlinelibrary.wiley.com/journal/8417,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8417
International Journal of Chemical Engineering,https://onlinelibrary.wiley.com/journal/8293,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8293
Cardiology Research and Practice,https://onlinelibrary.wiley.com/journal/2804,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2804
Cardiovascular Therapeutics,https://onlinelibrary.wiley.com/journal/4702,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4702
Case Reports in Anesthesiology,https://onlinelibrary.wiley.com/journal/7073,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7073
Case Reports in Cardiology,https://onlinelibrary.wiley.com/journal/4208,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4208
Case Reports in Critical Care,https://onlinelibrary.wiley.com/journal/2424,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2424
International Journal of Agronomy,https://onlinelibrary.wiley.com/journal/2960,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2960
Case Reports in Orthopedics,https://onlinelibrary.wiley.com/journal/9192,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9192
Case Reports in Otolaryngology,https://onlinelibrary.wiley.com/journal/2807,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2807
Differential Equations and Nonlinear Mechanics,https://onlinelibrary.wiley.com/journal/6314,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6314
Discrete Dynamics in Nature and Society,https://onlinelibrary.wiley.com/journal/3059,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3059
Case Reports in Rheumatology,https://onlinelibrary.wiley.com/journal/3857,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3857
Interdisciplinary Perspectives on Infectious Diseases,https://onlinelibrary.wiley.com/journal/7475,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7475
Depression Research and Treatment,https://onlinelibrary.wiley.com/journal/1958,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1958
Dermatology Research and Practice,https://onlinelibrary.wiley.com/journal/3029,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3029
Case Reports in Ophthalmological Medicine,https://onlinelibrary.wiley.com/journal/1727,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1727
Case Reports in Emergency Medicine,https://onlinelibrary.wiley.com/journal/6058,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6058
Case Reports in Dentistry,https://onlinelibrary.wiley.com/journal/2415,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2415
Case Reports in Dermatological Medicine,https://onlinelibrary.wiley.com/journal/8513,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8513
Case Reports in Genetics,https://onlinelibrary.wiley.com/journal/4918,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4918
Case Reports in Infectious Diseases,https://onlinelibrary.wiley.com/journal/4806,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4806
Case Reports in Medicine,https://onlinelibrary.wiley.com/journal/1683,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1683
Case Reports in Nephrology,https://onlinelibrary.wiley.com/journal/1731,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1731
Case Reports in Neurological Medicine,https://onlinelibrary.wiley.com/journal/1350,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1350
Case Reports in Obstetrics and Gynecology,https://onlinelibrary.wiley.com/journal/7471,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7471
Case Reports in Oncological Medicine,https://onlinelibrary.wiley.com/journal/7583,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7583
Case Reports in Transplantation,https://onlinelibrary.wiley.com/journal/3829,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3829
Case Reports in Urology,https://onlinelibrary.wiley.com/journal/5030,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5030
Advances in High Energy Physics,https://onlinelibrary.wiley.com/journal/1682,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1682
Advances in Human-Computer Interaction,https://onlinelibrary.wiley.com/journal/3637,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3637
Advances in Materials Science and Engineering,https://onlinelibrary.wiley.com/journal/5928,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5928
Case Reports in Psychiatry,https://onlinelibrary.wiley.com/journal/1604,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1604
Case Reports in Pulmonology,https://onlinelibrary.wiley.com/journal/9796,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9796
Case Reports in Radiology,https://onlinelibrary.wiley.com/journal/5370,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5370
Emergency Medicine International,https://onlinelibrary.wiley.com/journal/8204,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8204
Gastroenterology Research and Practice,https://onlinelibrary.wiley.com/journal/6480,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6480
Geofluids,https://onlinelibrary.wiley.com/journal/6816,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6816
Infectious Diseases in Obstetrics and Gynecology,https://onlinelibrary.wiley.com/journal/7281,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7281
Journal of Probability and Statistics,https://onlinelibrary.wiley.com/journal/5139,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5139
Neurology Research International,https://onlinelibrary.wiley.com/journal/7507,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7507
Neural Plasticity,https://onlinelibrary.wiley.com/journal/6020,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6020
Advances in Agriculture,https://onlinelibrary.wiley.com/journal/9403,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9403
Advances in Astronomy,https://onlinelibrary.wiley.com/journal/5081,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5081
Advances in Civil Engineering,https://onlinelibrary.wiley.com/journal/7074,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/7074
Advances in Medicine,https://onlinelibrary.wiley.com/journal/3584,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3584
Advances in Meteorology,https://onlinelibrary.wiley.com/journal/1306,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1306
Advances in Multimedia,https://onlinelibrary.wiley.com/journal/6048,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6048
Advances in Operations Research,https://onlinelibrary.wiley.com/journal/9374,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/9374
Case Reports in Veterinary Medicine,https://onlinelibrary.wiley.com/journal/1792,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1792
Cellular Oncology,https://onlinelibrary.wiley.com/journal/2641,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2641
Clinical and Developmental Immunology,https://onlinelibrary.wiley.com/journal/1607,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1607
Advances in Mathematical Physics,https://onlinelibrary.wiley.com/journal/3197,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3197
Advances in Condensed Matter Physics,https://onlinelibrary.wiley.com/journal/4042,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4042
Advances in Fuzzy Systems,https://onlinelibrary.wiley.com/journal/4713,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4713
Advances in Hematology,https://onlinelibrary.wiley.com/journal/3793,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3793
Abstract and Applied Analysis,https://onlinelibrary.wiley.com/journal/4058,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4058
Active and Passive Electronic Components,https://onlinelibrary.wiley.com/journal/5080,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/5080
Case Reports in Vascular Medicine,https://onlinelibrary.wiley.com/journal/1539,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1539
E-Journal of Chemistry,https://onlinelibrary.wiley.com/journal/2962,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2962
Case Reports in Pathology,https://onlinelibrary.wiley.com/journal/1479,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1479
Case Reports in Pediatrics,https://onlinelibrary.wiley.com/journal/2920,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/2920
Case Reports in Surgery,https://onlinelibrary.wiley.com/journal/4629,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/4629
Case Reports in Hematology,https://onlinelibrary.wiley.com/journal/3191,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/3191
Case Reports in Hepatology,https://onlinelibrary.wiley.com/journal/8571,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8571
Case Reports in Immunology,https://onlinelibrary.wiley.com/journal/1615,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/1615
International Journal of Dentistry,https://onlinelibrary.wiley.com/journal/6164,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/6164
International Journal of Hepatology,https://onlinelibrary.wiley.com/journal/8282,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/8282
Paix et Sécurité Internationales,https://revistas.uca.es/index.php/paetsei,ReadTimeout,"HTTPSConnectionPool(host='revistas.uca.es', port=443): Read timed out. (read timeout=13)"
Cognitio,https://www.cognitio-zeitschrift.ch/,SSLError,"HTTPSConnectionPool(host='www.cognitio-zeitschrift.ch', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.cognitio-zeitschrift.ch'. (_ssl.c:1000)"")))"
Water Supply,https://iwaponline.com/ws,SSLError,Gagal melakukan koneksi: https://iwaponline.com/ws
Geoconservation Research,https://oiccpress.com/gcr,ReadTimeout,"HTTPSConnectionPool(host='oiccpress.com', port=443): Read timed out. (read timeout=13)"
"Blood Vessels, Thrombosis & Hemostasis",https://www.sciencedirect.com/journal/blood-vessels-thrombosis-and-hemostasis,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/blood-vessels-thrombosis-and-hemostasis
Blood Neoplasia,https://www.sciencedirect.com/journal/blood-neoplasia,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/blood-neoplasia
Padjadjaran Journal of Dentistry,http://jurnal.unpad.ac.id/pjd,SSLError,Gagal melakukan koneksi: http://jurnal.unpad.ac.id/pjd
Besari,https://ojisnu.isnuponorogo.org/index.php/besari/index,ReadTimeout,"HTTPSConnectionPool(host='ojisnu.isnuponorogo.org', port=443): Read timed out. (read timeout=13)"
Molecules and Cells,https://www.sciencedirect.com/journal/molecules-and-cells,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/molecules-and-cells
EngMedicine,https://www.sciencedirect.com/journal/engmedicine,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/engmedicine
Yoruba Studies Review,https://journals.flvc.org/ysr/index,ReadTimeout,"HTTPSConnectionPool(host='journals.flvc.org', port=443): Read timed out. (read timeout=13)"
Science Talks,https://www.sciencedirect.com/journal/science-talks,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/science-talks
Anuario IEHS,https://ojs2.fch.unicen.edu.ar/ojs-3.1.0/index.php/anuario-ies/,SSLError,Gagal melakukan koneksi: https://ojs2.fch.unicen.edu.ar/ojs-3.1.0/index.php/anuario-ies/
Soil Advances,https://www.sciencedirect.com/journal/soil-advances,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/soil-advances
Farmacia Hospitalaria,https://www.sciencedirect.com/journal/farmacia-hospitalaria,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/farmacia-hospitalaria
The International Journal of Frontier Sciences,https://p2024.frontierscienceassociates.com.pk/index.php/tijfs/index,SSLError,Gagal melakukan koneksi: https://p2024.frontierscienceassociates.com.pk/index.php/tijfs/index
Revista Brasileira de Inovação,https://periodicos.sbu.unicamp.br/ojs/index.php/rbi/index,SSLError,"HTTPSConnectionPool(host='periodicos.sbu.unicamp.br', port=443): Max retries exceeded with url: /ojs/index.php/rbi/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Journal of Stratigraphy and Sedimentology Researches,http://jssr.ui.ac.ir/?lang=en,SSLError,"HTTPSConnectionPool(host='jssr.ui.ac.ir', port=443): Max retries exceeded with url: /?lang=en (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Rechtsgeschichte - Legal History,https://rg.lhlt.mpg.de,ReadTimeout,"HTTPSConnectionPool(host='rg.lhlt.mpg.de', port=443): Read timed out. (read timeout=13)"
Research in Diagnostic and Interventional Imaging,https://www.sciencedirect.com/journal/research-in-diagnostic-and-interventional-imaging,SSLError,Gagal melakukan koneksi: https://www.sciencedirect.com/journal/research-in-diagnostic-and-interventional-imaging
Reports in Advances of Physical Sciences,http://www.worldscientific.com/worldscinet/raps,SSLError,Gagal melakukan koneksi: http://www.worldscientific.com/worldscinet/raps
Soedirman Economics Education Journal,http://jos.unsoed.ac.id/index.php/seej/index,SSLError,"HTTPSConnectionPool(host='jos.unsoed.ac.id', port=443): Max retries exceeded with url: /index.php/seej/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Magistra Iadertina,https://morepress.unizd.hr/journals/index.php/magistraiadertina/index,SSLError,"HTTPSConnectionPool(host='morepress.unizd.hr', port=443): Max retries exceeded with url: /journals/index.php/magistraiadertina/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Molecular Frontiers Journal,http://www.worldscientific.com/worldscinet/mfj,SSLError,Gagal melakukan koneksi: http://www.worldscientific.com/worldscinet/mfj
Andalasian International Journal of Agricultural and Natural Sciences,http://aijans.lppm.unand.ac.id/index.php/aijans,ReadTimeout,"HTTPConnectionPool(host='aijans.lppm.unand.ac.id', port=80): Read timed out. (read timeout=13)"
Estudos de Sociologia,https://periodicos.ufpe.br/revistas/index.php/revsocio/index,SSLError,"HTTPSConnectionPool(host='periodicos.ufpe.br', port=443): Max retries exceeded with url: /revistas/index.php/revsocio/index (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Муниципалитет: экономика и управление,https://municipality.expert/,SSLError,Gagal melakukan koneksi: https://municipality.expert/
Anales de Literatura Española,https://ale.ua.es,SSLError,"HTTPSConnectionPool(host='ale.ua.es', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Annals of the Child Neurology Society,https://onlinelibrary.wiley.com/journal/28313267,SSLError,Gagal melakukan koneksi: https://onlinelibrary.wiley.com/journal/28313267
Asian Pacific Journal of Cancer Biology,http://apjcb.waocp.com,ReadTimeout,"HTTPConnectionPool(host='waocp.com', port=80): Read timed out. (read timeout=13)"
Relaciones de la Sociedad Argentina de Antropología,http://www.saantropologia.com.ar/revista-relaciones/,ReadTimeout,"HTTPConnectionPool(host='www.saantropologia.com.ar', port=80): Read timed out. (read timeout=13)"
Nová Čeština Doma a ve Světě,https://ncds.ff.cuni.cz/en/,ReadTimeout,"HTTPSConnectionPool(host='ncds.ff.cuni.cz', port=443): Read timed out. (read timeout=13)"
Tanjungpura Journal of Coaching Research,https://jurnal.untan.ac.id/index.php/TAJOR/index,ConnectTimeout,"HTTPSConnectionPool(host='jurnal.untan.ac.id', port=443): Max retries exceeded with url: /index.php/TAJOR/index (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x77567f135640>, 'Connection to jurnal.untan.ac.id timed out. (connect timeout=13)'))"
Revista de Sistemas e Computação,https://revistas.unifacs.br/index.php/rsc,SSLError,Gagal melakukan koneksi: https://revistas.unifacs.br/index.php/rsc
Jurnal Ulunnuha,https://ejournal.uinib.ac.id/jurnal/index.php/ulunnuha/index,ReadTimeout,"HTTPSConnectionPool(host='ejournal.uinib.ac.id', port=443): Read timed out. (read timeout=13)"
Andalas Journal of Electrical and Electronic Engineering Technology,http://ajeeet.ft.unand.ac.id/index.php/ajeeet,ReadTimeout,"HTTPConnectionPool(host='ajeeet.ft.unand.ac.id', port=80): Read timed out. (read timeout=13)"
Cuadernos.info,http://cuadernos.info,SSLError,"HTTPSConnectionPool(host='cuadernos.info', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
CSID Journal of Infrastructure Development,http://jid.eng.ui.ac.id/index.php/journal/,SSLError,Gagal melakukan koneksi: http://jid.eng.ui.ac.id/index.php/journal/
"Jurnal Bangunan, Konstruksi & Desain",http://jbkd.ft.unand.ac.id/index.php/jbkd/index,ReadTimeout,"HTTPConnectionPool(host='jbkd.ft.unand.ac.id', port=80): Read timed out. (read timeout=13)"
Gayana,https://gayana.cl/,ReadTimeout,"HTTPSConnectionPool(host='gayana.cl', port=443): Read timed out. (read timeout=13)"
Офтальмохирургия,https://ophthalmosurgery.ru/index.php/ophthalmosurgery,ReadTimeout,"HTTPSConnectionPool(host='ophthalmosurgery.ru', port=443): Read timed out. (read timeout=13)"
Emerging Trends in Education,http://revistaemerging.ujat.mx,ConnectionError,"HTTPConnectionPool(host='revistaemerging.ujat.mx', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x77568b6139b0>: Failed to resolve 'revistaemerging.ujat.mx' ([Errno -3] Temporary failure in name resolution)""))"
Indian Journal of Biochemistry and Biophysics,http://op.niscpr.res.in/index.php/IJBB/index,ReadTimeout,"HTTPConnectionPool(host='op.niscpr.res.in', port=80): Read timed out. (read timeout=13)"
Materiali in Tehnologije,http://mit.imt.si/Revija/,ValueError,Body tidak ditemukan di: http://mit.imt.si/Revija/
Economics and Business,https://eb-journals.rtu.lv/,ReadTimeout,"HTTPSConnectionPool(host='eb-journals.rtu.lv', port=443): Read timed out. (read timeout=13)"
Journal of Educational Practice and Research,http://jepr.ntue.edu.tw/contents/contents/contents.asp?id=151,SSLError,"HTTPSConnectionPool(host='jepr.ntue.edu.tw', port=443): Max retries exceeded with url: /contents/contents/contents.asp?id=151 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Data Intelligence,https://direct.mit.edu/dint,SSLError,Gagal melakukan koneksi: https://direct.mit.edu/dint
حمورابي,https://hamm-journal.org,ReadTimeout,"HTTPSConnectionPool(host='hamm-journal.org', port=443): Read timed out. (read timeout=13)"
JRPM (Jurnal Review Pembelajaran Matematika),https://jurnalftk.uinsa.ac.id/index.php/jrpm,SSLError,"HTTPSConnectionPool(host='jurnalftk.uinsa.ac.id', port=443): Max retries exceeded with url: /index.php/jrpm (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
Jurnal Riset dan Kajian Pendidikan Fisika,http://journal1.uad.ac.id/index.php/JRKPF,ReadTimeout,"HTTPSConnectionPool(host='journal1.uad.ac.id', port=443): Read timed out. (read timeout=13)"
